A201902110,11.10.2019,Schwetzingen,K8049,NAO-Roboter,40,8400.0
A201902111,3.10.2019,Mannheim,K9269,NAO-Roboter,13,8400.0
A201902112,11.10.2019,Speyer,K1131,NAO-Roboter,25,8400.0
A201902113,7.10.2019,Speyer,K6832,NAO-Roboter,29,8400.0
A201902114,2.10.2019,Mannheim,K2245,Lego-Roboter,6,129.9
A201902115,3.10.2019,Neustadt,K7517,NAO-Roboter,11,8400.0
A201902116,4.10.2019,Mannheim,K6646,Lego-Roboter,8,129.9
A201902117,9.10.2019,Mannheim,K3117,Staubsaugerroboter,42,398.95
A201902118,4.10.2019,Schwetzingen,K4226,Spielzeugroboter,35,49.99
A201902119,8.10.2019,Mannheim,K0362,Wischroboter,8,289.0
A201902120,3.10.2019,Neustadt,K4524,Lego-Roboter,26,129.9
A201902121,5.10.2019,Neustadt,K6546,Wischroboter,39,289.0
A201902122,2.10.2019,Schwetzingen,K1754,Lego-Roboter,24,129.9
A201902123,1.10.2019,Neustadt,K4658,Spielzeugroboter,17,49.99
A201902124,12.10.2019,Mannheim,K0294,Wischroboter,25,289.0
A201902125,2.10.2019,Heidelberg,K3260,Staubsaugerroboter,10,398.95
A201902126,5.10.2019,Neustadt,K2525,Spielzeugroboter,30,49.99
A201902127,11.10.2019,Mannheim,K7703,Staubsaugerroboter,30,398.95
A201902128,8.10.2019,Mannheim,K4566,Wischroboter,24,289.0
A201902129,7.10.2019,Heidelberg,K7718,NAO-Roboter,6,8400.0
A201902130,3.10.2019,Heidelberg,K1263,Spielzeugroboter,33,49.99
A201902131,4.10.2019,Schwetzingen,K2114,Staubsaugerroboter,9,398.95
A201902132,9.10.2019,Neustadt,K9820,Wischroboter,24,289.0
A201902133,7.10.2019,Heidelberg,K4178,Staubsaugerroboter,35,398.95
A201902134,7.10.2019,Heidelberg,K1671,Lego-Roboter,1,129.9
A201902135,9.10.2019,Schwetzingen,K1407,Lego-Roboter,5,129.9
A201902136,2.10.2019,Speyer,K4546,Wischroboter,25,289.0
A201902137,3.10.2019,Schwetzingen,K0440,NAO-Roboter,1,8400.0
A201902138,4.10.2019,Heidelberg,K1338,Wischroboter,28,289.0
A201902139,4.10.2019,Speyer,K2509,Spielzeugroboter,5,49.99
A201902140,6.10.2019,Mannheim,K9053,Spielzeugroboter,30,49.99
A201902141,3.10.2019,Speyer,K6294,Lego-Roboter,38,129.9
A201902142,6.10.2019,Heidelberg,K0171,NAO-Roboter,26,8400.0
A201902143,7.10.2019,Speyer,K3901,NAO-Roboter,28,8400.0
A201902144,7.10.2019,Heidelberg,K9804,Wischroboter,4,289.0
A201902145,7.10.2019,Heidelberg,K1660,Spielzeugroboter,2,49.99
A201902146,12.10.2019,Heidelberg,K5452,Wischroboter,24,289.0
A201902147,2.10.2019,Schwetzingen,K0600,Wischroboter,11,289.0
A201902148,11.10.2019,Speyer,K1589,Wischroboter,33,289.0
A201902149,7.10.2019,Heidelberg,K1845,Staubsaugerroboter,2,398.95
A201902150,7.10.2019,Speyer,K9096,Lego-Roboter,35,129.9
A201902151,8.10.2019,Schwetzingen,K9694,Spielzeugroboter,11,49.99
A201902152,6.10.2019,Schwetzingen,K9389,NAO-Roboter,32,8400.0
A201902153,6.10.2019,Mannheim,K9913,Lego-Roboter,22,129.9
A201902154,7.10.2019,Neustadt,K5204,Wischroboter,2,289.0
A201902155,7.10.2019,Neustadt,K2660,NAO-Roboter,40,8400.0
A201902156,9.10.2019,Heidelberg,K4263,Wischroboter,29,289.0
A201902157,6.10.2019,Neustadt,K8611,NAO-Roboter,5,8400.0
A201902158,12.10.2019,Mannheim,K8487,Lego-Roboter,33,129.9
A201902159,2.10.2019,Mannheim,K3130,Staubsaugerroboter,6,398.95
A201902160,2.10.2019,Mannheim,K0088,Staubsaugerroboter,19,398.95
A201902161,9.10.2019,Mannheim,K6803,Spielzeugroboter,3,49.99
A201902162,4.10.2019,Schwetzingen,K6664,Staubsaugerroboter,3,398.95
A201902163,2.10.2019,Mannheim,K1372,Spielzeugroboter,11,49.99
A201902164,8.10.2019,Neustadt,K0498,Staubsaugerroboter,5,398.95
A201902165,9.10.2019,Schwetzingen,K7903,Spielzeugroboter,16,49.99
A201902166,5.10.2019,Mannheim,K2395,Staubsaugerroboter,25,398.95
A201902167,1.10.2019,Mannheim,K9152,Wischroboter,28,289.0
A201902168,5.10.2019,Mannheim,K7847,Staubsaugerroboter,12,398.95
A201902169,8.10.2019,Speyer,K0236,Lego-Roboter,16,129.9
A201902170,10.10.2019,Mannheim,K2860,Staubsaugerroboter,24,398.95
A201902171,7.10.2019,Neustadt,K1219,Spielzeugroboter,38,49.99
A201902172,11.10.2019,Speyer,K8542,Wischroboter,36,289.0
A201902173,3.10.2019,Heidelberg,K1803,NAO-Roboter,29,8400.0
A201902174,10.10.2019,Neustadt,K7553,Wischroboter,32,289.0
A201902175,10.10.2019,Schwetzingen,K2091,Spielzeugroboter,38,49.99
A201902176,10.10.2019,Neustadt,K1575,Lego-Roboter,14,129.9
A201902177,1.10.2019,Speyer,K4419,Wischroboter,21,289.0
A201902178,7.10.2019,Heidelberg,K7389,Staubsaugerroboter,16,398.95
A201902179,12.10.2019,Mannheim,K9395,Staubsaugerroboter,21,398.95
A201902180,8.10.2019,Neustadt,K9588,Wischroboter,33,289.0
A201902181,4.10.2019,Heidelberg,K4663,Lego-Roboter,36,129.9
A201902182,11.10.2019,Heidelberg,K0692,Lego-Roboter,29,129.9
A201902183,1.10.2019,Speyer,K7437,Staubsaugerroboter,23,398.95
A201902184,9.10.2019,Speyer,K4322,Wischroboter,25,289.0
A201902185,3.10.2019,Mannheim,K1622,Wischroboter,12,289.0
A201902186,5.10.2019,Neustadt,K4172,Wischroboter,7,289.0
A201902187,11.10.2019,Neustadt,K7221,Staubsaugerroboter,36,398.95
A201902188,10.10.2019,Mannheim,K0766,Spielzeugroboter,32,49.99
A201902189,2.10.2019,Neustadt,K3874,Wischroboter,3,289.0
A201902190,4.10.2019,Heidelberg,K9467,Staubsaugerroboter,8,398.95
A201902191,7.10.2019,Mannheim,K1644,Wischroboter,19,289.0
A201902192,4.10.2019,Speyer,K6850,Wischroboter,28,289.0
A201902193,8.10.2019,Schwetzingen,K0684,Spielzeugroboter,27,49.99
A201902194,9.10.2019,Heidelberg,K8328,Lego-Roboter,11,129.9
A201902195,9.10.2019,Heidelberg,K7056,Wischroboter,36,289.0
A201902196,5.10.2019,Speyer,K8031,Spielzeugroboter,41,49.99
A201902197,4.10.2019,Mannheim,K4868,NAO-Roboter,26,8400.0
A201902198,2.10.2019,Neustadt,K2044,NAO-Roboter,2,8400.0
A201902199,7.10.2019,Neustadt,K4917,NAO-Roboter,28,8400.0
A201902200,8.10.2019,Heidelberg,K8580,Lego-Roboter,29,129.9
A201902201,6.10.2019,Schwetzingen,K7284,NAO-Roboter,29,8400.0
A201902202,1.10.2019,Neustadt,K3192,Staubsaugerroboter,11,398.95
A201902203,9.10.2019,Speyer,K9735,Staubsaugerroboter,13,398.95
A201902204,8.10.2019,Speyer,K3933,Spielzeugroboter,7,49.99
A201902205,5.10.2019,Mannheim,K5408,Spielzeugroboter,27,49.99
A201902206,6.10.2019,Speyer,K0293,Wischroboter,33,289.0
A201902207,4.10.2019,Speyer,K2032,Wischroboter,2,289.0
A201902208,3.10.2019,Heidelberg,K0926,Lego-Roboter,32,129.9
A201902209,8.10.2019,Mannheim,K0973,Spielzeugroboter,30,49.99
A201902210,10.10.2019,Speyer,K8459,Lego-Roboter,15,129.9
A201902211,9.10.2019,Neustadt,K7504,Staubsaugerroboter,12,398.95
A201902212,11.10.2019,Schwetzingen,K5256,Staubsaugerroboter,16,398.95
A201902213,3.10.2019,Schwetzingen,K4108,Spielzeugroboter,4,49.99
A201902214,5.10.2019,Heidelberg,K1632,NAO-Roboter,19,8400.0
A201902215,9.10.2019,Mannheim,K6141,Spielzeugroboter,7,49.99
A201902216,4.10.2019,Schwetzingen,K8006,NAO-Roboter,39,8400.0
A201902217,7.10.2019,Speyer,K3957,Staubsaugerroboter,10,398.95
A201902218,7.10.2019,Speyer,K4468,Spielzeugroboter,30,49.99
A201902219,8.10.2019,Neustadt,K7460,Staubsaugerroboter,23,398.95
A201902220,6.10.2019,Speyer,K5559,Staubsaugerroboter,33,398.95
A201902221,11.10.2019,Neustadt,K8229,Wischroboter,29,289.0
A201902222,7.10.2019,Neustadt,K4498,Wischroboter,19,289.0
A201902223,6.10.2019,Speyer,K0606,NAO-Roboter,6,8400.0
A201902224,3.10.2019,Schwetzingen,K9748,NAO-Roboter,23,8400.0
A201902225,7.10.2019,Heidelberg,K6644,Staubsaugerroboter,31,398.95
A201902226,12.10.2019,Schwetzingen,K7608,Wischroboter,22,289.0
A201902227,11.10.2019,Schwetzingen,K0508,Wischroboter,19,289.0
A201902228,1.10.2019,Mannheim,K7582,Spielzeugroboter,30,49.99
A201902229,2.10.2019,Mannheim,K5729,Wischroboter,12,289.0
A201902230,7.10.2019,Schwetzingen,K2451,NAO-Roboter,23,8400.0
A201902231,6.10.2019,Mannheim,K3818,Lego-Roboter,21,129.9
A201902232,10.10.2019,Mannheim,K2363,Lego-Roboter,1,129.9
A201902233,7.10.2019,Heidelberg,K4943,Staubsaugerroboter,19,398.95
A201902234,5.10.2019,Mannheim,K1868,Staubsaugerroboter,40,398.95
A201902235,2.10.2019,Neustadt,K0820,Lego-Roboter,35,129.9
A201902236,10.10.2019,Heidelberg,K0551,Lego-Roboter,33,129.9
A201902237,5.10.2019,Heidelberg,K6563,Spielzeugroboter,4,49.99
A201902238,3.10.2019,Schwetzingen,K1905,Wischroboter,32,289.0
A201902239,1.10.2019,Speyer,K2048,Wischroboter,42,289.0
A201902240,10.10.2019,Mannheim,K1209,NAO-Roboter,9,8400.0
A201902241,12.10.2019,Neustadt,K4326,Spielzeugroboter,39,49.99
