A201901798,10.9.2019,Schwetzingen,K6622,Wischroboter,5,289.0
A201901799,8.9.2019,Mannheim,K8985,NAO-Roboter,36,8400.0
A201901800,3.9.2019,Speyer,K9945,Spielzeugroboter,36,49.99
A201901801,6.9.2019,Heidelberg,K8425,Spielzeugroboter,12,49.99
A201901802,5.9.2019,Mannheim,K9047,NAO-Roboter,36,8400.0
A201901803,1.9.2019,Schwetzingen,K1359,Lego-Roboter,19,129.9
A201901804,9.9.2019,Mannheim,K9553,Staubsaugerroboter,30,398.95
A201901805,8.9.2019,Mannheim,K5616,Lego-Roboter,7,129.9
A201901806,11.9.2019,Heidelberg,K2756,Spielzeugroboter,21,49.99
A201901807,4.9.2019,Speyer,K7753,Wischroboter,38,289.0
A201901808,11.9.2019,Mannheim,K1763,Lego-Roboter,17,129.9
A201901809,3.9.2019,Mannheim,K8672,Wischroboter,40,289.0
A201901810,2.9.2019,Heidelberg,K8085,Wischroboter,3,289.0
A201901811,12.9.2019,Speyer,K9237,Lego-Roboter,16,129.9
A201901812,8.9.2019,Speyer,K0969,Staubsaugerroboter,15,398.95
A201901813,10.9.2019,Neustadt,K7489,Wischroboter,19,289.0
A201901814,4.9.2019,Speyer,K6841,Lego-Roboter,20,129.9
A201901815,2.9.2019,Speyer,K8369,Wischroboter,3,289.0
A201901816,11.9.2019,Neustadt,K2326,Lego-Roboter,42,129.9
A201901817,8.9.2019,Schwetzingen,K2115,Wischroboter,31,289.0
A201901818,9.9.2019,Mannheim,K1161,Spielzeugroboter,35,49.99
A201901819,4.9.2019,Mannheim,K8649,Spielzeugroboter,18,49.99
A201901820,11.9.2019,Schwetzingen,K3341,Wischroboter,39,289.0
A201901821,1.9.2019,Neustadt,K2449,Staubsaugerroboter,34,398.95
A201901822,2.9.2019,Schwetzingen,K3572,Spielzeugroboter,14,49.99
A201901823,11.9.2019,Heidelberg,K5361,Lego-Roboter,22,129.9
A201901824,12.9.2019,Schwetzingen,K5946,Wischroboter,1,289.0
A201901825,5.9.2019,Schwetzingen,K3927,Wischroboter,25,289.0
A201901826,8.9.2019,Mannheim,K2440,Lego-Roboter,42,129.9
A201901827,10.9.2019,Speyer,K2603,Lego-Roboter,28,129.9
A201901828,3.9.2019,Speyer,K4485,Lego-Roboter,32,129.9
A201901829,8.9.2019,Speyer,K5228,Lego-Roboter,29,129.9
A201901830,9.9.2019,Heidelberg,K9471,Wischroboter,28,289.0
A201901831,1.9.2019,Neustadt,K3818,Lego-Roboter,11,129.9
A201901832,7.9.2019,Mannheim,K7533,Wischroboter,26,289.0
A201901833,9.9.2019,Speyer,K6574,Wischroboter,12,289.0
A201901834,5.9.2019,Mannheim,K8464,Lego-Roboter,8,129.9
A201901835,4.9.2019,Mannheim,K5624,Staubsaugerroboter,8,398.95
A201901836,10.9.2019,Mannheim,K3989,Spielzeugroboter,35,49.99
A201901837,5.9.2019,Speyer,K9669,NAO-Roboter,11,8400.0
A201901838,1.9.2019,Speyer,K6967,NAO-Roboter,14,8400.0
A201901839,12.9.2019,Schwetzingen,K7250,Wischroboter,42,289.0
A201901840,11.9.2019,Mannheim,K6361,Wischroboter,16,289.0
A201901841,3.9.2019,Neustadt,K2834,Lego-Roboter,34,129.9
A201901842,5.9.2019,Speyer,K5051,Lego-Roboter,41,129.9
A201901843,9.9.2019,Heidelberg,K0383,NAO-Roboter,2,8400.0
A201901844,4.9.2019,Schwetzingen,K6682,Lego-Roboter,24,129.9
A201901845,7.9.2019,Speyer,K7391,NAO-Roboter,23,8400.0
A201901846,10.9.2019,Heidelberg,K7856,Staubsaugerroboter,36,398.95
A201901847,12.9.2019,Heidelberg,K6732,Spielzeugroboter,8,49.99
A201901848,8.9.2019,Mannheim,K2986,Wischroboter,31,289.0
A201901849,1.9.2019,Speyer,K3859,Wischroboter,4,289.0
A201901850,7.9.2019,Schwetzingen,K1097,Spielzeugroboter,29,49.99
A201901851,8.9.2019,Mannheim,K3112,NAO-Roboter,29,8400.0
A201901852,5.9.2019,Mannheim,K6763,Spielzeugroboter,5,49.99
A201901853,3.9.2019,Schwetzingen,K8996,Lego-Roboter,39,129.9
A201901854,10.9.2019,Speyer,K1206,NAO-Roboter,20,8400.0
A201901855,1.9.2019,Schwetzingen,K6345,Wischroboter,18,289.0
A201901856,10.9.2019,Mannheim,K4341,Staubsaugerroboter,21,398.95
A201901857,5.9.2019,Schwetzingen,K7276,Lego-Roboter,21,129.9
A201901858,1.9.2019,Mannheim,K4304,Wischroboter,9,289.0
A201901859,9.9.2019,Schwetzingen,K2807,Lego-Roboter,29,129.9
A201901860,2.9.2019,Neustadt,K7602,Staubsaugerroboter,26,398.95
A201901861,2.9.2019,Mannheim,K2815,NAO-Roboter,10,8400.0
A201901862,3.9.2019,Neustadt,K0656,Wischroboter,26,289.0
A201901863,6.9.2019,Heidelberg,K9892,NAO-Roboter,39,8400.0
A201901864,9.9.2019,Neustadt,K1988,Wischroboter,4,289.0
A201901865,7.9.2019,Heidelberg,K0334,NAO-Roboter,33,8400.0
A201901866,4.9.2019,Mannheim,K3819,Lego-Roboter,17,129.9
A201901867,10.9.2019,Neustadt,K9226,NAO-Roboter,13,8400.0
A201901868,4.9.2019,Neustadt,K2197,Wischroboter,30,289.0
A201901869,5.9.2019,Neustadt,K6194,Spielzeugroboter,32,49.99
A201901870,12.9.2019,Schwetzingen,K6137,Wischroboter,42,289.0
A201901871,1.9.2019,Mannheim,K3920,NAO-Roboter,13,8400.0
A201901872,1.9.2019,Mannheim,K8530,NAO-Roboter,38,8400.0
A201901873,6.9.2019,Schwetzingen,K3073,Staubsaugerroboter,32,398.95
A201901874,4.9.2019,Mannheim,K4782,Staubsaugerroboter,13,398.95
A201901875,4.9.2019,Speyer,K4671,Lego-Roboter,2,129.9
A201901876,9.9.2019,Neustadt,K9294,Spielzeugroboter,4,49.99
A201901877,3.9.2019,Schwetzingen,K4318,Wischroboter,5,289.0
A201901878,3.9.2019,Speyer,K5006,Spielzeugroboter,8,49.99
A201901879,2.9.2019,Neustadt,K2018,Wischroboter,24,289.0
A201901880,2.9.2019,Neustadt,K7200,NAO-Roboter,10,8400.0
A201901881,10.9.2019,Speyer,K6552,Staubsaugerroboter,17,398.95
A201901882,6.9.2019,Neustadt,K9794,Staubsaugerroboter,16,398.95
A201901883,9.9.2019,Heidelberg,K4556,Lego-Roboter,7,129.9
A201901884,1.9.2019,Heidelberg,K0186,NAO-Roboter,17,8400.0
A201901885,8.9.2019,Speyer,K1573,Spielzeugroboter,39,49.99
